   2.0760000e+04  -1.6091452e-04
   2.0760010e+04  -1.7359494e-04
   2.0760020e+04  -1.4189389e-04
   2.0760030e+04  -4.6790746e-05
   2.0760040e+04  -5.9471165e-05
   2.0760050e+04  -1.2921347e-04
   2.0760060e+04  -1.1653305e-04
   2.0760070e+04  -9.7512422e-05
   2.0760080e+04  -1.4823410e-04
   2.0760090e+04  -1.9261556e-04
   2.0760100e+04  -1.6091452e-04
   2.0760110e+04  -8.4832003e-05
   2.0760120e+04  -3.4110327e-05
   2.0760130e+04  -6.5811375e-05
   2.0760140e+04  -1.5457431e-04
   2.0760150e+04  -1.7359494e-04
   2.0760160e+04  -1.5457431e-04
   2.0760170e+04  -1.5457431e-04
   2.0760180e+04  -1.2921347e-04
   2.0760190e+04  -8.4832003e-05
   2.0760200e+04  -6.5811375e-05
   2.0760210e+04  -9.1172213e-05
   2.0760220e+04  -1.7359494e-04
   2.0760230e+04  -2.0529598e-04
   2.0760240e+04  -1.8627535e-04
   2.0760250e+04  -1.6725473e-04
   2.0760260e+04  -9.7512422e-05
   2.0760270e+04  -4.6790746e-05
   2.0760280e+04  -9.7512422e-05
   2.0760290e+04  -1.6091452e-04
   2.0760300e+04  -1.7993515e-04
   2.0760310e+04  -1.7359494e-04
   2.0760320e+04  -1.3555368e-04
   2.0760330e+04  -8.4832003e-05
   2.0760340e+04  -6.5811375e-05
   2.0760350e+04  -1.1019284e-04
   2.0760360e+04  -1.9261556e-04
   2.0760370e+04  -2.3699703e-04
   2.0760380e+04  -1.9895577e-04
   2.0760390e+04  -1.1019284e-04
   2.0760400e+04  -2.1429908e-05
   2.0760410e+04  -1.5089699e-05
   2.0760420e+04  -1.1019284e-04
   2.0760430e+04  -2.1797640e-04
   2.0760440e+04  -2.3065682e-04
   2.0760450e+04  -1.2287326e-04
   2.0760460e+04  -3.4110327e-05
   2.0760470e+04  -6.5811375e-05
   2.0760480e+04  -1.4189389e-04
   2.0760490e+04  -1.9261556e-04
   2.0760500e+04  -2.0529598e-04
